"id","latitude","longitude","year","name","sex","bottom_depth","surface_temperature","bottom_temperature","haul","cpue"
146520,57.99917,-165.26075,1983,"snow crab","male",49,6.1,3.1,52,1992
146521,57.99784,-164.63009,1983,"snow crab","male",46,6.5,4.8,46,4396
146522,57.95509,-163.99392,1983,"snow crab","male",46,8.3,4.3,36,325
146523,58.00525,-163.3725,1983,"snow crab","male",46,7.2,4.3,25,80
146524,58.00109,-161.48042,1983,"snow crab","male",55,5.4,4.1,16,82
146525,57.99909,-160.86033,1983,"snow crab","male",48,6.6,3.5,8,298
146526,58.00134,-160.22134,1983,"snow crab","male",49,9.8,3.6,12,203
146527,58.00109,-168.42717,1983,"snow crab","male",71,10.2,1.7,88,12168
146528,58.00508,-169.06275,1983,"snow crab","male",71,10.1,1.9,97,10629
146529,57.99884,-169.69142,1983,"snow crab","male",73,9.6,2.4,112,28307
146530,58.01125,-170.31725,1983,"snow crab","male",77,10,1.7,116,34525
146531,58.0025,-170.97217,1983,"snow crab","male",90,9.7,2.8,129,38470
146532,58.02075,-171.55309,1983,"snow crab","male",101,9.2,2.8,136,33286
146533,57.99942,-172.23959,1983,"snow crab","male",108,9.7,2.5,139,5250
146534,58.01109,-172.87417,1983,"snow crab","male",110,9.7,2.7,145,6553
146535,58.0015,-173.48808,1983,"snow crab","male",121,8.5,3.7,154,356
146536,57.83608,-168.65867,1983,"snow crab","male",73,10.2,2.5,89,24463
146537,57.83467,-169.24325,1983,"snow crab","male",64,10.2,2.7,98,43198
146538,57.83283,-170.012,1983,"snow crab","male",75,9.7,1.7,111,25872
146539,57.82325,-170.5455,1983,"snow crab","male",79,9.7,2.3,115,2813
146540,58.32892,-167.83034,1983,"snow crab","male",60,10.5,1.3,82,6303
146541,58.329,-167.18392,1983,"snow crab","male",55,9.1,4.2,76,793
146542,58.34133,-166.54683,1983,"snow crab","male",49,6.8,2.9,61,794
146543,58.33842,-165.92317,1983,"snow crab","male",46,5.9,3.7,55,75
147422,58.33459,-168.45734,1983,"snow crab","male",68,9.2,1.4,87,1233
147423,58.34267,-169.11992,1983,"snow crab","male",68,9.6,1.6,96,5560
147424,58.33192,-169.73458,1983,"snow crab","male",71,9.8,1.3,113,30828
147425,58.33175,-170.38025,1983,"snow crab","male",77,9.8,0.4,117,35289
147426,58.33284,-171.02617,1983,"snow crab","male",86,9.2,1.4,128,16996
146581,54.99067,-166.94733,1983,"snow crab","male",159,9,4.2,75,489
146582,55.00617,-166.33859,1983,"snow crab","male",148,8.1,4.2,71,189
146583,54.997,-165.7765,1983,"snow crab","male",134,7.7,4,65,749
146584,55.001,-165.15184,1983,"snow crab","male",113,8.1,4.4,43,2470
146585,55.0485,-164.51983,1983,"snow crab","male",62,7.2,5.7,37,80
146586,55.33617,-167.54434,1983,"snow crab","male",154,8.9,4.1,78,213
146587,55.33817,-166.987,1983,"snow crab","male",143,9,4.2,74,216
146588,55.33825,-166.33667,1983,"snow crab","male",137,7.8,4.2,70,305
146589,55.34583,-165.79617,1983,"snow crab","male",123,7.5,4.4,64,419
146590,55.33434,-165.155,1983,"snow crab","male",115,7.1,4.5,44,1128
146591,55.33534,-164.58167,1983,"snow crab","male",104,9.2,4.6,38,1051
146592,55.33108,-163.99742,1983,"snow crab","male",82,8.3,4.9,34,296
146593,55.34025,-163.4235,1983,"snow crab","male",53,8.5,3.7,33,2387
146594,55.676,-167.56634,1983,"snow crab","male",141,8.8,4.2,77,76
146595,55.66609,-166.99392,1983,"snow crab","male",137,10,4.1,73,279
146596,55.671,-166.37142,1983,"snow crab","male",130,9,4.1,69,176
146597,55.67467,-165.80125,1983,"snow crab","male",121,9.2,4.3,63,1016
146598,55.66717,-165.1845,1983,"snow crab","male",112,8.6,4.2,45,1591
146599,55.66633,-164.58667,1983,"snow crab","male",101,8.7,3.5,39,372
146709,58.31358,-165.303,1983,"snow crab","male",46,6.1,3.2,53,481
146710,58.33675,-164.63817,1983,"snow crab","male",46,7.5,4.5,47,73
146765,55.65925,-164.02117,1983,"snow crab","male",99,8.9,3.3,35,1604
146766,55.66467,-163.40825,1983,"snow crab","male",82,9.3,3.1,32,1197
146768,56.02325,-167.59375,1983,"snow crab","male",139,9.4,4,76,175
146769,55.99742,-167.00683,1983,"snow crab","male",137,9.4,4,72,69
146770,56.00509,-166.39267,1983,"snow crab","male",126,9.3,4,68,408
146771,56.00459,-165.82209,1983,"snow crab","male",108,9.8,3.8,62,2010
146772,56.00442,-165.18667,1983,"snow crab","male",97,8.4,2.9,46,1347
146773,56.00267,-164.5715,1983,"snow crab","male",95,8.6,2.8,40,2786
148862,57.00258,-168.3105,1983,"snow crab","male",84,9.3,2.6,95,25621
166593,59.50375,-172.80492,1983,"snow crab","female",95,9.5,1.2,144,9260
166594,59.53959,-173.3995,1983,"snow crab","female",102,9.4,1.5,150,780
166595,59.99792,-169.96184,1983,"snow crab","female",57,9.4,1,118,998
166596,59.99609,-170.63325,1983,"snow crab","female",68,9.8,0,122,1244
166597,60.00234,-171.30525,1983,"snow crab","female",71,9.1,-0.4,123,273946
148460,59.66442,-175.20058,1983,"snow crab","male",128,9.4,2.2,169,16623
148459,59.68125,-174.4395,1983,"snow crab","male",117,9.5,1.7,162,24051
169854,59.33,-175.7525,1983,"snow crab","female",137,9,1.7,170,6082
169853,59.33367,-175.10359,1983,"snow crab","female",137,9.3,2.4,170,29713
169852,59.33192,-173.80275,1983,"snow crab","female",113,9.4,2.6,158,470286
169851,59.36059,-173.13734,1983,"snow crab","female",102,9.6,1.5,149,2171
169850,59.3335,-172.49859,1983,"snow crab","female",91,9.2,0.6,143,1023
169849,59.34884,-171.77817,1983,"snow crab","female",82,9.3,0.3,132,2526
169848,59.33384,-171.18433,1983,"snow crab","female",79,8.9,-0.2,125,6136
169847,59.32834,-170.53317,1983,"snow crab","female",70,10.5,-0.1,120,12595
169846,59.34025,-169.19517,1983,"snow crab","female",49,9.6,2.1,93,78
169845,59.00959,-177.537,1983,"snow crab","female",137,8.7,2.9,175,12802
169844,58.98992,-176.94542,1983,"snow crab","female",137,8.5,2.6,174,1261
169843,59.00883,-175.73159,1983,"snow crab","female",137,8.9,1.9,171,80
147380,56.01,-167.59184,1984,"snow crab","male",135,9.4,4,92,691
147379,55.66433,-168.17942,1984,"snow crab","male",139,8,5.2,133,142
146715,55.66683,-163.40517,1984,"snow crab","male",82,7.8,2.7,26,461
146713,55.66442,-164.5925,1984,"snow crab","male",99,9.5,3.1,48,358
146712,55.67525,-165.16259,1984,"snow crab","male",112,9.9,5,59,2209
146711,55.66808,-166.3845,1984,"snow crab","male",128,8.8,5.4,66,1142
147421,56.67908,-171.35784,1984,"snow crab","male",113,8.2,3.9,126,4158
147419,56.65925,-170.09834,1984,"snow crab","male",97,5.7,3.7,124,1080
147418,56.67225,-168.89767,1984,"snow crab","male",104,8.2,1.7,88,14921
147417,56.65842,-168.30667,1984,"snow crab","male",110,7.9,2.6,94,2276
147416,56.67,-160.36,1984,"snow crab","male",59,9.5,3,10,227
147415,56.65717,-161.60142,1984,"snow crab","male",90,9.1,1.6,12,2584
147414,56.66034,-162.19684,1984,"snow crab","male",75,6.5,1.1,22,855
146556,55.66892,-166.99092,1984,"snow crab","male",137,9.3,4.7,67,74
146555,55.673,-167.56434,1984,"snow crab","male",137,9.4,4.6,91,336
146554,55.33517,-163.42917,1984,"snow crab","male",51,7.6,3.4,25,509
146553,55.34175,-164.05067,1984,"snow crab","male",79,7.1,4,28,656
146457,60.99717,-172.8125,1984,"snow crab","male",70,5.5,-1.2,116,430404
146456,60.98634,-172.17159,1984,"snow crab","male",66,6.1,-1,117,374798
146455,61.00292,-171.45042,1984,"snow crab","male",66,6.1,-0.9,118,55092
146454,60.66634,-178.1955,1984,"snow crab","male",166,9.3,2.9,213,12665
146453,60.66684,-177.526,1984,"snow crab","male",150,8,3.3,214,2828
146452,60.652,-176.80558,1984,"snow crab","male",132,9.1,2.1,211,4289
146451,60.67067,-176.21267,1984,"snow crab","male",123,9,2.4,210,5210
146450,60.67109,-175.4645,1984,"snow crab","male",113,9,0.5,197,15906
146449,60.6685,-174.81334,1984,"snow crab","male",101,9.1,-1.1,196,11166
146448,60.67067,-174.11984,1984,"snow crab","male",88,7.9,-0.7,142,46977
146447,60.6695,-173.46334,1984,"snow crab","male",66,7.9,-0.1,143,15489
146446,60.66934,-172.71609,1984,"snow crab","male",49,5.6,-0.3,115,6566
146445,60.67284,-172.11659,1984,"snow crab","male",64,5.6,-1.4,114,99359
146444,60.66358,-171.41292,1984,"snow crab","male",66,5.8,-1.2,113,90384
146443,60.17484,-174.41375,1984,"snow crab","male",104,7.5,-1,149,5985
146442,60.14892,-173.58725,1984,"snow crab","male",77,7.3,-1,145,8759
146441,60.1705,-172.96209,1984,"snow crab","male",60,7.2,-1,147,804
146440,60.1695,-172.28442,1984,"snow crab","male",57,6.9,2,138,1751
146439,60.33517,-177.39117,1984,"snow crab","male",154,8.7,2.5,215,2475
146438,60.3425,-176.72234,1984,"snow crab","male",141,9.6,2.2,212,1960
147413,56.67342,-162.78025,1984,"snow crab","male",73,7.1,1.4,24,4284
147412,56.66309,-163.38933,1984,"snow crab","male",79,6.4,1.2,29,1559
147411,56.66733,-164.00575,1984,"snow crab","male",77,7.5,0.4,32,2603
147410,56.66817,-164.59884,1984,"snow crab","male",79,8.9,0.4,45,1099
147409,56.61208,-165.21834,1984,"snow crab","male",80,7,0.6,56,1777
147407,56.67067,-166.43183,1984,"snow crab","male",86,8.7,1.7,69,2429
147406,56.66775,-167.07384,1984,"snow crab","male",99,8.3,2.5,70,1244
147405,56.65975,-167.65542,1984,"snow crab","male",106,8.5,2.3,94,3176
147404,56.34434,-168.85125,1984,"snow crab","male",130,8.7,3.4,89,2736
147403,56.32675,-168.25592,1984,"snow crab","male",159,8.3,4.1,95,10173
147402,56.32917,-161.00959,1984,"snow crab","male",55,7.8,3.1,10,73
147401,56.33517,-161.50375,1984,"snow crab","male",62,8.7,3.2,11,202
145886,55.332,-164.58784,1984,"snow crab","male",104,9.6,4.8,49,446
145885,55.3335,-165.1435,1984,"snow crab","male",115,8.1,5.5,60,1934
145884,55.33442,-165.79658,1984,"snow crab","male",124,7.3,3.3,52,608
145883,55.34517,-166.35984,1984,"snow crab","male",137,8.2,6.9,65,1181
145882,55.33109,-166.97908,1984,"snow crab","male",144,8.2,4.4,66,722
145881,55.347,-167.52134,1984,"snow crab","male",150,9.1,4.5,90,1736
145879,54.98017,-165.79017,1984,"snow crab","male",134,7,4.2,51,905
145878,55.0075,-166.33183,1984,"snow crab","male",146,8.8,4.7,63,1054
147400,56.32717,-162.20717,1984,"snow crab","male",79,7.4,2.4,23,589
147399,56.3335,-162.80917,1984,"snow crab","male",79,8.9,2.5,25,2465
147398,56.33192,-163.42642,1984,"snow crab","male",90,7.8,2,28,654
147397,56.331,-164.00775,1984,"snow crab","male",88,8.6,1.9,31,1228
147396,56.33325,-164.59142,1984,"snow crab","male",90,10.1,1.5,46,1588
147395,56.31,-165.20167,1984,"snow crab","male",88,8.1,2.8,57,2180
147394,56.33592,-165.80334,1984,"snow crab","male",95,8.2,1.2,55,1142
147393,56.33367,-166.42434,1984,"snow crab","male",104,9,3,68,1280
147392,56.339,-167.02409,1984,"snow crab","male",117,8.5,3.3,69,608
147391,56.33283,-167.65225,1984,"snow crab","male",132,8.7,3.7,93,10479
147390,55.98917,-168.22109,1984,"snow crab","male",154,8.5,4.3,132,439
147389,55.99983,-162.26167,1984,"snow crab","male",75,7.1,2.7,24,1278
147388,55.99684,-162.82017,1984,"snow crab","male",79,8.7,2.8,26,1090
147387,56.00233,-163.407,1984,"snow crab","male",91,7.8,2.3,27,457
147386,56.008,-163.99792,1984,"snow crab","male",91,8.3,2,30,4084
147385,55.99842,-164.5875,1984,"snow crab","male",97,8.9,2.1,47,681
147384,56.00375,-165.18759,1984,"snow crab","male",99,8.4,2.4,58,1200
147383,56.00292,-165.78217,1984,"snow crab","male",112,8.4,2.6,54,220
147382,56.0005,-166.40717,1984,"snow crab","male",128,8.9,4.5,67,1473
147381,56.00459,-167.01184,1984,"snow crab","male",137,8.7,4.1,68,301
173388,57.49084,-170.58083,1984,"snow crab","female",75,7.4,2.7,119,17351
173387,57.50584,-169.99284,1984,"snow crab","female",71,7.2,1.3,102,32804
173386,57.501,-169.21284,1984,"snow crab","female",70,7.5,0,97,1343
173385,57.49783,-168.656,1984,"snow crab","female",73,7.5,1.7,89,628
173384,57.65842,-172.77108,1984,"snow crab","female",121,9.2,3.4,155,141
173383,57.66558,-172.19334,1984,"snow crab","female",112,8.9,2.6,137,72111
173382,57.66742,-171.55792,1984,"snow crab","female",101,8.3,4.2,129,32816
173381,57.66425,-170.90659,1984,"snow crab","female",88,7.8,2,127,16637
173380,57.663,-170.29133,1984,"snow crab","female",71,7.8,2.2,118,2248
173379,57.668,-169.6585,1984,"snow crab","female",73,6.8,0,103,3660
173371,57.16333,-169.30083,1984,"snow crab","female",73,7.3,1.2,95,140
173377,57.67725,-168.39684,1984,"snow crab","female",73,7.1,0.5,88,379
173376,57.67708,-163.99684,1984,"snow crab","female",49,6.3,2.4,35,609
173375,57.67033,-165.24108,1984,"snow crab","female",62,8.3,2.1,53,9794
173374,57.66059,-166.50592,1984,"snow crab","female",68,6.8,1.8,72,78
173373,57.66667,-167.14667,1984,"snow crab","female",70,7.7,1.1,73,242
173372,57.67242,-167.76,1984,"snow crab","female",68,7.6,0.7,83,1693
173378,57.69642,-169.02633,1984,"snow crab","female",68,7.5,0.4,99,1577
173422,58.667,-173.67009,1984,"snow crab","female",130,8.8,2.4,155,5219
173421,58.66842,-172.99625,1984,"snow crab","female",113,8.9,1.5,152,12814
173420,58.67384,-172.37992,1984,"snow crab","female",104,8,1.9,140,6770
173419,58.66859,-171.71908,1984,"snow crab","female",95,7.6,-0.7,132,475
173418,58.66108,-171.08484,1984,"snow crab","female",86,6.1,-0.8,124,431
147601,57.6615,-167.75392,1985,"snow crab","male",68,8.1,1.4,185,26648
147602,57.55709,-167.15459,1985,"snow crab","male",68,7.8,0.6,92,2299
147603,57.66634,-166.507,1985,"snow crab","male",64,7.7,2.5,182,2750
159291,57.01384,-163.97609,1985,"snow crab","male",66,7.5,0.9,147,606
159290,56.98534,-164.60084,1985,"snow crab","male",68,8.6,1,158,71
159289,57.0135,-165.23075,1985,"snow crab","male",70,8.5,2,157,314
159288,56.99567,-165.84317,1985,"snow crab","male",71,8.5,2,86,2285
159287,56.99758,-166.46534,1985,"snow crab","male",71,9.2,1.3,180,1138
148224,60.65992,-173.47433,1985,"snow crab","male",62,3.6,0.6,96,4595
148225,60.66567,-174.14017,1985,"snow crab","male",86,5.8,-0.3,41,16188
148226,60.64734,-174.77717,1985,"snow crab","male",95,4.6,1.1,97,11982
148227,60.67734,-175.46558,1985,"snow crab","male",106,6.9,0.9,57,2988
172998,59.99467,-169.30492,1985,"snow crab","female",44,6.5,0.5,132,3686
172997,60.00775,-168.65667,1985,"snow crab","female",37,3.2,2.1,8,192
172996,59.51175,-173.49392,1985,"snow crab","female",101,6.1,1.5,109,428
172995,59.5045,-172.89384,1985,"snow crab","female",93,6,0.6,34,341
148228,60.66667,-176.23442,1985,"snow crab","male",117,7.1,1.1,58,2893
170447,57.84075,-169.98992,1985,"snow crab","female",71,8.8,1.8,117,439
170446,57.83367,-169.39567,1985,"snow crab","female",64,9.5,2.2,201,232
170445,57.84242,-168.74492,1985,"snow crab","female",70,8.6,1,114,497
170444,58.003,-173.4795,1985,"snow crab","female",117,9,2.6,140,69
170443,57.99892,-172.87642,1985,"snow crab","female",108,9.2,2.5,139,73
170442,57.99983,-172.24842,1985,"snow crab","female",104,9,2.3,138,140
170441,58.00083,-171.61525,1985,"snow crab","female",97,9.3,2.6,137,70
170440,58.00167,-170.33042,1985,"snow crab","female",71,9.4,2.3,203,427
170439,57.995,-169.71192,1985,"snow crab","female",68,8.8,1.3,116,142
170438,57.99675,-169.11759,1985,"snow crab","female",66,9.5,1.4,202,328
170437,58.00484,-168.42742,1985,"snow crab","female",68,8.5,0.7,115,769
170436,58.01092,-165.89967,1985,"snow crab","female",53,6.4,3,89,71
170435,58.00042,-166.54642,1985,"snow crab","female",59,7.6,1.8,183,225
170434,58.00642,-167.1735,1985,"snow crab","female",62,7.3,0.7,90,148
170432,57.50158,-169.97125,1985,"snow crab","female",66,8,3.2,120,2636
170431,57.50683,-169.22375,1985,"snow crab","female",70,9.5,2.2,199,661
170430,57.50509,-168.77325,1985,"snow crab","female",70,8.8,2.2,112,80667
170429,57.66659,-172.16725,1985,"snow crab","female",106,9.5,2.7,144,129
170428,57.66642,-171.52392,1985,"snow crab","female",99,9.3,3.2,145,71
170427,57.66609,-170.89867,1985,"snow crab","female",82,8.3,3,135,147
170426,57.67325,-169.58458,1985,"snow crab","female",68,8.2,2,121,295
170425,57.67092,-169.04967,1985,"snow crab","female",66,9.4,1.9,200,49125
170424,57.67142,-168.39492,1985,"snow crab","female",70,8.5,1.2,113,6478
172163,59.66817,-170.58559,1985,"snow crab","female",64,6.1,-0.2,128,863
172162,59.666,-169.27192,1985,"snow crab","female",44,5.1,2.3,133,76
172161,59.31467,-177.08425,1985,"snow crab","female",148,8.4,2.5,78,71
172160,59.32242,-175.75217,1985,"snow crab","female",137,7.8,1.2,62,138
172159,59.34225,-175.127,1985,"snow crab","female",132,7.4,2,53,2602
172158,59.32867,-174.45525,1985,"snow crab","female",119,6.8,2.5,101,1833
172157,59.32567,-173.81075,1985,"snow crab","female",110,6.7,1.6,47,5925
172156,59.32234,-173.15275,1985,"snow crab","female",99,6.3,1.4,108,499
172155,59.32842,-172.51342,1985,"snow crab","female",88,6.3,0.2,33,1523
172154,59.33292,-171.90742,1985,"snow crab","female",79,6,0.3,120,16187
170423,57.67359,-165.88775,1985,"snow crab","female",62,7.8,1.4,88,291
170422,57.66634,-166.507,1985,"snow crab","female",64,7.7,2.5,182,1910
170421,57.55709,-167.15459,1985,"snow crab","female",68,7.8,0.6,92,575
170420,57.6615,-167.75392,1985,"snow crab","female",68,8.1,1.4,185,10120
170419,57.15917,-169.32225,1985,"snow crab","female",70,9.3,3.6,197,205
147808,58.356,-170.39425,1985,"snow crab","male",73,7.5,1.1,124,10560
148229,60.67684,-176.807,1985,"snow crab","male",128,7.5,1.1,71,1685
148230,60.659,-177.54825,1985,"snow crab","male",146,7.5,0.9,72,848
170411,57.34,-165.86625,1985,"snow crab","female",66,8.3,1.2,87,75
172994,59.67342,-176.556,1985,"snow crab","female",135,7.9,1.1,68,135
172993,59.66284,-175.85984,1985,"snow crab","female",137,7.5,1.9,61,288
158436,56.3335,-164.03617,1985,"snow crab","male",84,8.5,2.8,145,283
158437,56.33784,-163.39842,1985,"snow crab","male",84,5.7,2.7,55,782
158438,56.33383,-162.8035,1985,"snow crab","male",77,5.8,3.3,49,375
158440,56.33184,-161.64242,1985,"snow crab","male",60,5.5,3.7,33,1144
158441,56.34467,-160.95675,1985,"snow crab","male",51,4.7,3.7,8,311
158442,56.32625,-168.24725,1985,"snow crab","male",152,9.2,4.5,190,11939
158443,56.33817,-168.87225,1985,"snow crab","male",126,9.3,4,189,916
147809,58.32733,-171.01917,1985,"snow crab","male",82,6.3,0,29,24168
147810,58.35492,-171.65383,1985,"snow crab","male",95,7.9,2,123,2135
147811,58.33575,-172.31367,1985,"snow crab","male",102,7.1,2.2,30,3608
147812,58.33567,-173.57325,1985,"snow crab","male",115,7.4,2.3,50,1486
147813,58.3305,-174.29542,1985,"snow crab","male",146,6.7,3.3,104,473
147815,58.6605,-168.50125,1985,"snow crab","male",53,4.9,1.4,12,4971
170418,57.174,-168.64092,1985,"snow crab","female",75,8.8,2.5,110,1523
158444,56.66383,-167.68109,1985,"snow crab","male",102,9.2,3.4,188,361
170417,57.336,-172.09833,1985,"snow crab","female",108,8.9,3.7,206,2925
170416,57.33234,-171.46267,1985,"snow crab","female",101,8.5,3.5,207,698
158445,56.6755,-167.05283,1985,"snow crab","male",93,9.2,2.8,95,63
172992,59.64992,-175.18992,1985,"snow crab","female",126,7.6,2,54,2830
172991,59.67,-174.45267,1985,"snow crab","female",113,6,1.7,100,2573
172990,59.66067,-173.86575,1985,"snow crab","female",104,6.6,1,46,1179
158406,55.0025,-166.32917,1985,"snow crab","male",143,9.1,4,172,904
158407,55.00267,-165.77309,1985,"snow crab","male",130,8.6,4.2,171,360
158408,55.0075,-165.12542,1985,"snow crab","male",110,9,3.9,169,2519
158409,55.338,-167.54825,1985,"snow crab","male",148,8.8,3.8,101,68
158410,55.33283,-166.35717,1985,"snow crab","male",132,9.6,4.1,173,613
158411,55.33559,-165.7955,1985,"snow crab","male",119,9.2,4,174,289
158412,55.3245,-165.166,1985,"snow crab","male",110,9.2,3.9,168,755
158413,55.33642,-164.57392,1985,"snow crab","male",99,8.5,5,167,2102
158415,55.67317,-167.587,1985,"snow crab","male",134,9.2,3.8,102,70
158416,55.67717,-166.35225,1985,"snow crab","male",124,9.6,3.9,176,227
158417,55.67,-165.79825,1985,"snow crab","male",117,9.5,5.2,175,323
158418,55.67292,-165.15484,1985,"snow crab","male",108,9.7,4.5,165,152
158419,55.67417,-164.00417,1985,"snow crab","male",95,8.7,3,143,645
158420,55.658,-163.40992,1985,"snow crab","male",77,6.5,3.7,53,1442
158421,55.68642,-162.88025,1985,"snow crab","male",51,6.7,4.5,51,203
158422,56.00467,-167.613,1985,"snow crab","male",132,9.6,4.6,192,314
158423,56.00225,-166.41075,1985,"snow crab","male",123,9.8,4,177,240
158424,56.00625,-165.78217,1985,"snow crab","male",104,9.7,4.1,82,272
173238,59.32967,-173.79542,1986,"snow crab","female",115,8.2,1.1,165,944
173239,59.31917,-174.44634,1986,"snow crab","female",124,7.8,1.1,172,14664
173240,59.334,-175.10609,1986,"snow crab","female",137,7.3,0.9,190,84667
173241,59.33517,-175.76333,1986,"snow crab","female",141,7.9,2.2,204,76
173242,59.33067,-176.38525,1986,"snow crab","female",139,7.9,2.4,209,962
173243,59.31792,-177.07134,1986,"snow crab","female",155,7.5,2.5,220,368
173244,59.67192,-168.62009,1986,"snow crab","female",37,5,2,93,72
173245,59.66517,-169.91692,1986,"snow crab","female",55,6.2,-1,98,26621
173246,59.68392,-170.60634,1986,"snow crab","female",70,5.5,-1.2,118,6128
173247,59.6715,-171.24925,1986,"snow crab","female",71,7.1,-1.2,124,12687
173248,59.66967,-171.89959,1986,"snow crab","female",86,7.3,-1.1,142,12232
173249,59.66167,-172.55375,1986,"snow crab","female",84,7.3,-0.8,134,52468
173250,59.67033,-173.20442,1986,"snow crab","female",99,7.4,-0.4,158,1221
173251,59.68117,-173.87133,1986,"snow crab","female",108,6.9,0.3,166,301
173252,59.67067,-174.47025,1986,"snow crab","female",121,7.1,0.9,192,4814
173253,59.66084,-175.10667,1986,"snow crab","female",130,6.9,1.2,191,3333
173254,59.66084,-175.85067,1986,"snow crab","female",143,7.5,2,203,720
173255,59.66009,-176.53975,1986,"snow crab","female",139,7.5,1.9,210,640
173256,59.65684,-177.15392,1986,"snow crab","female",183,7.4,2.7,219,141
173257,59.49659,-172.87984,1986,"snow crab","female",93,7.5,-0.3,135,56622
173258,59.49784,-173.48417,1986,"snow crab","female",108,7.4,0.8,159,23332
173213,58.66042,-173.61783,1986,"snow crab","female",130,8.2,2.8,163,74
173214,58.67059,-174.89708,1986,"snow crab","female",230,8.4,2.7,188,139
173215,58.67317,-176.16409,1986,"snow crab","female",143,8.4,2.9,207,224
173216,59.03792,-168.57017,1986,"snow crab","female",44,4.3,2.2,91,72
173217,58.98759,-169.19284,1986,"snow crab","female",57,3.2,1.7,111,1775
173218,58.99575,-169.84683,1986,"snow crab","female",60,3.9,0.5,100,140
173219,59.00392,-170.48934,1986,"snow crab","female",73,5.1,-1.1,120,3585
173220,59.00075,-171.13909,1986,"snow crab","female",77,6.7,-1.1,122,9155
173221,59.0005,-171.77958,1986,"snow crab","female",91,7.1,-0.6,140,1188
173222,59.0045,-172.43984,1986,"snow crab","female",97,7.8,0.3,137,5248
173208,58.67217,-170.44734,1986,"snow crab","female",77,5.1,-1.1,121,42631
173209,58.67358,-171.08208,1986,"snow crab","female",82,6.2,-0.6,121,3321
173210,58.67042,-171.71634,1986,"snow crab","female",97,8.9,-0.1,139,582
173211,58.66575,-172.36584,1986,"snow crab","female",101,8.1,1.2,138,222
173212,58.67992,-172.9985,1986,"snow crab","female",115,7.9,2,162,501
173223,58.99709,-173.06792,1986,"snow crab","female",112,7.7,0.9,161,1710
173224,59.007,-173.71384,1986,"snow crab","female",123,8.4,1.9,164,580
173225,58.989,-174.39442,1986,"snow crab","female",132,8.2,2.3,173,933
173226,58.99784,-174.99959,1986,"snow crab","female",134,8.3,1.2,189,1861
173227,59.00075,-175.73,1986,"snow crab","female",137,8.1,2.4,205,227
173228,58.9895,-176.29875,1986,"snow crab","female",139,8.6,2.9,208,405
173229,59.01742,-176.98184,1986,"snow crab","female",144,7.8,2.9,221,147
173230,59.33883,-168.584,1986,"snow crab","female",40,3.4,1.7,92,136
173231,59.32692,-169.25484,1986,"snow crab","female",53,2.6,0.1,112,78
173232,59.3175,-169.877,1986,"snow crab","female",60,5.1,-0.8,99,4093
173233,59.33334,-170.54133,1986,"snow crab","female",71,5.2,-1.2,119,5273
173234,59.33867,-171.18575,1986,"snow crab","female",73,7.1,-1.2,123,14479
173235,59.33934,-171.82825,1986,"snow crab","female",84,6.8,-1.1,141,4270
173236,59.332,-172.5,1986,"snow crab","female",88,7.4,-0.5,136,22839
173237,59.35183,-173.14,1986,"snow crab","female",104,7.1,0.1,160,2189
145894,58.331,-171.65492,1986,"snow crab","male",99,8.5,1.1,138,4482
145895,58.32459,-172.302,1986,"snow crab","male",102,8.2,1.9,139,2494
145896,58.34092,-172.91759,1986,"snow crab","male",113,8.1,2,186,305
145897,58.33475,-173.55059,1986,"snow crab","male",119,8.2,2.6,187,294
145898,58.67125,-167.86717,1986,"snow crab","male",48,5.5,2.3,97,157
145899,58.66834,-168.50117,1986,"snow crab","male",51,3.7,1.8,90,3965
145900,58.65408,-169.15192,1986,"snow crab","male",66,4.1,0.4,110,4042
145901,58.66159,-169.80467,1986,"snow crab","male",66,4.5,1.8,101,12816
145902,58.67217,-170.44734,1986,"snow crab","male",77,5.1,-1.1,121,21297
145903,58.67358,-171.08208,1986,"snow crab","male",82,6.2,-0.6,121,18081
145904,58.67042,-171.71634,1986,"snow crab","male",97,8.9,-0.1,139,5241
145905,58.66575,-172.36584,1986,"snow crab","male",101,8.1,1.2,138,1456
145906,58.67992,-172.9985,1986,"snow crab","male",115,7.9,2,162,644
145907,58.66042,-173.61783,1986,"snow crab","male",130,8.2,2.8,163,148
145908,58.66125,-174.29267,1986,"snow crab","male",163,8.4,2.9,174,76
145909,58.654,-175.54683,1986,"snow crab","male",139,8,2.3,206,767
145910,58.67317,-176.16409,1986,"snow crab","male",143,8.4,2.9,207,224
145911,59.03792,-168.57017,1986,"snow crab","male",44,4.3,2.2,91,144
145912,58.98759,-169.19284,1986,"snow crab","male",57,3.2,1.7,111,7471
145913,58.99575,-169.84683,1986,"snow crab","male",60,3.9,0.5,100,23514
145914,59.00392,-170.48934,1986,"snow crab","male",73,5.1,-1.1,120,8239
145915,59.00075,-171.13909,1986,"snow crab","male",77,6.7,-1.1,122,18023
145916,59.0005,-171.77958,1986,"snow crab","male",91,7.1,-0.6,140,21380
145917,59.0045,-172.43984,1986,"snow crab","male",97,7.8,0.3,137,17684
145918,58.99709,-173.06792,1986,"snow crab","male",112,7.7,0.9,161,2137
145919,59.007,-173.71384,1986,"snow crab","male",123,8.4,1.9,164,1014
145920,58.989,-174.39442,1986,"snow crab","male",132,8.2,2.3,173,1363
